method,train_set,test_set,scenario,error
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.4321689844428278
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.4321689844428278
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.5390090967892294
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.5390090967892294
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.5390090967892294
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.5390090967892294
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.5390090967892294
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.5390090967892294
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.5390090967892294
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,2.417347720126337
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.135088542801838
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.135088542801838
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.135088542801838
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.135088542801838
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.135088542801838
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,1.135088542801838
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#STANDING,cross-device,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.389008999250905
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.389008999250905
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.389008999250905
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.389008999250905
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.389008999250905
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.389008999250905
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.389008999250905
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.389008999250905
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.389008999250905
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.389008999250905
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.389008999250905
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.389008999250905
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.389008999250905
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,2.5062731295690823
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.4321689844428278
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.4321689844428278
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.4321689844428278
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.4321689844428278
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.4321689844428278
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.4321689844428278
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.4321689844428278
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.4321689844428278
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.4321689844428278
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.4321689844428278
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.6800502968661382
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.6260003075030462
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.6260003075030462
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,3.709166078783748
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,3.709166078783748
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,4.381700583106975
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.6260003075030462
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.6260003075030462
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.6260003075030462
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.6260003075030462
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.6260003075030462
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.6260003075030462
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.6260003075030462
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.6260003075030462
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,3.671961328772405
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,3.671961328772405
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,3.671961328772405
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,3.671961328772405
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,3.671961328772405
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,3.671961328772405
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,3.671961328772405
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,2.545188794569079
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.135088542801838
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.135088542801838
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.135088542801838
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.135088542801838
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.135088542801838
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.135088542801838
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,1.135088542801838
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,POCO#TRIPOD,cross-both,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
