method,train_set,test_set,scenario,error
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#STANDING,auto,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.389008999250905
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.389008999250905
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.389008999250905
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.389008999250905
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.389008999250905
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.389008999250905
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.389008999250905
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.389008999250905
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.389008999250905
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.389008999250905
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,2.546063628427224
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.4321689844428278
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.4321689844428278
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.4321689844428278
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.4321689844428278
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.4321689844428278
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.4321689844428278
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.4321689844428278
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.6260003075030462
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.6260003075030462
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.6260003075030462
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.6260003075030462
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.6260003075030462
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.6260003075030462
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.6260003075030462
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.6260003075030462
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,2.545188794569079
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.135088542801838
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.135088542801838
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.135088542801838
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.135088542801838
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.135088542801838
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.135088542801838
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,1.135088542801838
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#STANDING,SAMSUNG#TRIPOD,cross-pose,0.0
knn_dtc_k1,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,0.0
knn_dtc_k1,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,0.0
knn_dtc_k1,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,0.0
knn_dtc_k1,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,0.0
knn_dtc_k1,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,0.0
knn_dtc_k1,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,0.0
knn_dtc_k1,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,0.0
knn_dtc_k1,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,0.0
knn_dtc_k1,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,2.48921272694802
knn_dtc_k1,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,3.813245336980038
knn_dtc_k1,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,0.0
knn_dtc_k1,SAMSUNG#TRIPOD,POCO#STANDING,cross-both,3.813245336980038
